Texto,Label Sobre Prduto,Label Sobre Loja,Polaridade do review,,
"produto bom,  boa oferta mais cobra frete não é legal ",Product,,Good,,
o único que presta pra minha pele oleosa.,Product,,Good,,
"Sutia com pouca sustentacao. Fica mais natural. Cor verde,azul clara muito linda.",Product,,Good,,
"Produtos suaves meus cabelos ficaram leves e hidratados, uma delícia de olhar e de pegar rssrsrs",Product,,Good,,Experience
"Eu achei show!
Muito legal!",Product,,Good,,
parece legal,Product,,Good,,
"Base INCRÍVEL! Ganha de longe de muitas marcas caríssimas por ai. 
A loja também é ótima. Recebo e-mail atualizando status de entrega diariamente, e a entrega é muito rápida! Sempre dentro do prazo. 
Estão de parabéns!!! ",Product,Store,Good,,
"Muito bom, cor correspondente, obrigado.",Product,,Good,,
Maravilhoso...  deixa a pele super macia.  Amei ,Product,,Good,,Experience
Achei  ótimo... foi presente para meu namorado.,Product,,Good,,
"Se usado em conjunto com o spray da linha, os cachos ficam lindos! Tenho o cabelo com resquícios de progressiva, e o produto cumpre a promessa de definição dos cachos, sem deixar as pontas aparentes. Gostei muito! A única reclamação é o preço, que é um pouco salgado, como todos produtos da Keune!",Product,,Good,,
"muito pratico, facil de manusear",Product,,Good,,
Aroma muito bom. Porém a fixação do perfume deixa a desejar,Product,,Good,,
Porque já tive um produto,Product,,Neutral,,
"Chegou em otimo estado e perfeito!
Colagem simples e o quarto fica lindo!
Obrigada super indico",Product,,Good,,
"Péssimo!
O produto foi endereçado errado, fui informada do engano só apos o mesmo ser devolvido para as Lojas Pompeia e até agora os 9 dias já se tornaram muito mais, fora a chateação de não poder presentear meu marido no NATAL.",Product,,Bad,,
"Boa imagem, bom som, conecta bem com internete(wifi), acessa netflix e espelha o meu celular(Samsung) numa boa.
",Product,,Good,,
Touca linda e cheia de sucesso em casa!,Product,,Good,,
bom,Product,,Good,,
Adorei meu gorro. Satisfeita com a compra,Product,,Good,,
"Adorei, muito útil, fácil de aplicar",Product,,Good,,
Produto muito bom de alta qualidade e confiabilidade.,Product,,Good,,
Funciona direitinho no meu iPad 4a geração.,Product,,Good,,
"sim, mas não gostei do todo.",Product,,Good,,
Gostei.Porem faltou informações do produto no site,Product,,Good,,
"Produto bom, já conhecia.
Entrega rápida.
Recomendo.",Product,,Good,,
"Mto bom! Super útil , fácil !!!",Product,,Good,,
"O produto é muito bom.
Esta já é minha segunda compra do mesmo produto.
O problema foi a demora na entrega, 22 dias.",Product,Store,Good,Bad,
"produto conforme imaginava ótima qualidade, a entrega foi antes do prazo. ",Product,Store,Good,,
Adorei o produto!,Product,,Good,,
"eu chei otimo,muito gostoso,uma poromoçao exelente, todas as vezes que estiver na promoção vou comprar.",Product,,Good,,
Este é maravilhoso,Product,,Good,,
"Boa panela, bonita e cozinha rápido. Mais não substitui uma panela de pressão.",Product,,Good,,Experience
Fiquei muito satisfeita com o produto. Recomento e voltaria a comprar com certeza. ,Product,,Good,,
Muito bom,Product,,Good,,
TUDO CERTO . ,Product,,Good,,
Excelente custo benefício!,Product,Store,Good,,
"Boa tarde, gostei muito do atendimento em especial a Priscila que foi muito atenciosa comigo e pode me esclarecer as minhas dúvidas e ainda me ajudando com alguns esclarecimentos a respeito do seguro que pretendo fazer.",,Store,Good,,Experience
Eu achei ótimo e meus cachorros mais ainda. Recomendo....,Product,,Good,,
Eu realmente amo esse perfume...,Product,,Good,,
produto de boa qualidade e ótima cor.,Product,,Good,,
preco e entrega,Product,Store,Good,,
"Achei ótimo, ajusta muito bem ao corpo e o tecido é de ótima qualidade. Além do mais, quando transpira, não aparece.",Product,,Good,,
"O alicate é perfeito.Quanto a esses tons de esmalte , sou um pouco às avessas ,gosto mais dos tons  neutros .",Product,,Good,,
"Desculpe, so tinha alcool ,e sem fragancia, tive que trocar por outro.",Product,,Good,,
Amo este kit. Maravilhoso. Todos os produtos são ótimos ,Product,,Good,,
Eu achei ótimo. Recomendo a loja e o produto. Entrega rápida.,Product,Store,Good,,
"Produto de boa qualidade, encaixa bem no sissybar da moto, excelente.",Product,,Good,,Experience
Bom produto e vendedor correto e rápido,Product,Store,Good,,
sim gostei era que eu esperava,Product,,Good,,
Achei perfeito,Product,,Good,,
"Perfume muito bom já conhecido por mim. Entrega tranquila, dentro do prazo. Nota 1000! ",Product,Store,Good,,
"Gostei muito do farol de milha 
mais o kit xênon  que comprei para vir junto veio com reator queimado
e agora queimou outro 
e nada de entrar em contato comigo para troca ou solução
obrigado",Product,,Bad,,
"Adorei o produto! Perfume bem suave, com cheiro adocicado.",Product,,Good,,
"Funcionou muito bem com a tinta, a cor ficou bem forte a brilhante.",Product,,Good,,
"Peça linda, como está na foto, amei!!!",Product,,Good,,
"Porque eu pensei que era uma coisa é na verdade muito inferior me desculpe, mas não vale o valor. Se eu pudesse devolveria ou trocaria o produto por outro.Comprei porque sou cliente de vocês a tempo e achei que a qualidade do produto seria como os outros que adquiri, mas este por favor dinheiro jogado fora.",Product,,Bad,,Experience
"Gostei do produto, só não gostei da demora na entrega. ",Product,Store,Good,Bad,
"Excelente qualidade, cx montada corretamente, entrega super rapida para SP.",Product,Store,Good,Good,
"Escolinha essa nota devido a pontualidade da entrega.Muito obrigada. 



",,Store,Good,,
"adorei, fui indicada a comprar o produto e realmente é maravilhoso
",Product,,Good,,
"Gostei do produto, mas não é bem do jeito que eu imaginava. Só não me arrependi pq cabe bastante coisinha. ",Product,,Good,,
quase não sinto a fragancia deste perfume. ,Product,,Bad,,
"colorido alindo, além de super prático",Product,,Good,,
"Não é da melhor qualidade, mas compatível com o preço.",Product,,Good,,
Ótimo. Produto de qualidade e envio/entrega conforme previsto.,Product,Store,Good,,
Ainda não usei o produto.,Product,,Neutral,,
Produto atendeu as minhas espectativas. Facil a instalação. Ele não tem agua gelada. ,Product,,Good,,
Batedeira Top.,Product,,Good,,
"Muito bom. Mas pra quem pele oleosa ele precisa de retoques, o bege  é bem claro mesmo! ",Product,,Good,,
bom entregue no prazo tudo ok,Product,Store,Good,,
Bom mas muito caro pra o que oferece..,Product,,Good,,
"Estou gostando do produto, mas ainda é cedo para avaliar resultados, pois estou usando há menos de 2 semanas.",Product,,Good,,
Boa qualidade do cabo!,Product,,Good,,
"Muito bom este produto, os clientes estão satisfeitos.",Product,,Good,,
Muito top! Excelente qualidade! Revestimento aveludado para proteger o aparelho.,Product,,Good,,
Muito boa esta linha da Loreal. Deixa os cabelos bem hidratados e disciplinados.,Product,,Good,,
"Otíma qualidade, entrega super rápida. ",Product,Store,Good,,
otimo,Product,,Good,,
"porque o produto é excelente no sabor, na textura, na crocância.",Product,,Good,,
produto atendeu às expectativas,Product,,Good,,
Calça bem e confortável,Product,,Good,,
Ótimo,Product,,Good,,
Como acabei de falar todos os perfumes da marca o Boticario são deliciosos a vontade é de comprar um de cada um e assim poder usufruir de todos porque são muitos bons.,Product,,Good,,
Produto muito bom!,Product,,Good,,
ok,Product,,Good,,
"Bom mas,  não consegui deixar com 500m de distância funcionando uns 250 a 350 por causa da lata do carro mas é muito bom com fácil instalação cerca de 20 minutos ",Product,,Good,,
"SENSACIONAL!!! Depois de tentar vários dermatologistas e medicamentos específicos para fortalecimento sem nenhum sucesso, decidi apostar e experimentar e valeu muitooo a pena. São anos de unhas curtas e escamando, inúmeras tentativas... e hoje estou mto feliz com as minhas lindas unhas!   Esperei 2 meses para dar o feed-back para ter certeza sobre o resultado do produto! Aprovadísso, recomendo!! A única coisa é que é difícil não escorrer nas cutículas, mas como faço todas as semanas, não chega a ser um problema para mim.",Product,,Good,,
"Perfeito.
Superou as minhas expectativas.",Product,,Good,,
"muito bom, produto igual ao exposto no site.",Product,,Good,,
Eu achei o produto excelente,Product,,Good,,
"bom, eu não levo muito jeito, mas gostei da cor.",Product,,Good,,
"Produto adequado, procedimento sem problemas",Product,Store,Good,,
Otimo.  Encaixe e qualidade tudo ok.,Product,,Good,,
"Ótimo produto, fiel ao anúncio.",Product,,Good,,
"adquiri o produto e recebi danificado, já enviei fotos e vários email, mas não estão me dando nenhum retorno. Muito indignada e insatisfeita!!  ",Product,Store,Bad,,
Muito versátil,Product,,Good,,
TOP! Fantástico!!!,Product,,Good,,
"De boa qualidade, uma boa compra.",Product,,Good,,
otimo produto,Product,,Good,,
adorei,Product,,Good,,
"Porque ele veste muito bem,é fresquinho e a estampa é a cara do verão...",Product,,Good,,
"Bom muito bom 
Tudo certo e lindo ",Product,,Good,,
Produto de otima qualidade.,Product,,Good,,
Os potes sao otimo mais veio produto quebrado,Product,Store,Good,Bad,
"Perfeito,para mim,um dos melhores.",Product,,Good,,
"Muito bom, alumínio de espessura boa para o preparo do Rosh.",Product,,Good,,
"Textura sequinha, cobre muito bem as marquinhas.Perfeita.",Product,,Good,,
tudo maravilhoso recomendo a todos,Product,,Good,,
Péssimo. O cartucho começou a vazar pouco depois de instalado.,Product,,Bad,,
Ótima qualidade e acabamento. Som incomparável. ,Product,,Good,,
"Produto conforme o anuncio, chegou dentro do prazo. Recomendo ",Product,Store,Good,,
O produto é bom. Tudo funciona. Somente a qualidade do som não é extremamente apurada mas dá para escutar música e falar ao telefone perfeitamente.,Product,,Good,,
O produto é bom,Product,,Good,,
"Fico pequeno. Produto bom, mas muito apertado. Tem que pegar uma numeração maior. Para mim uso P, mas nesse caso deveria ser o M.",Product,,Good,,
Porque é muito bom!,Product,,Good,,
"A loja não  é confiável comprei os produtos no dia 11 de marco  paguei a vista no boleto e ate hoje,  04 de abril ainda não os recebi, e eram para presente o que me deu um baita prejuíízo,   tive de gastar novamente mais de quinhentos reais. 

Portanto muito cuidado com esta loja, pois gastei quase quinhentos reais la ate hoje não recebi nada!!!!!!!

Paulo.  ",,Store,Bad,,
"caimento ótimo, tecido fresco, perfeito pra o verão",Product,,Good,,
"Muito bom o produto, absorve perfeitamente na pele.",Product,,Good,,Experience
Otimo produto,Product,,Good,,
"Ótimo produto, gostei! Recomendo à todos!",Product,,Good,,
Ainda não verifiquei.,Product,,Neutral,,
Produto maravilhoso,Product,,Good,,
Muito bom... Na hora que passa no cabelo já dá pra sentir o cabelo hidratado.,Product,,Good,,
Hummmm cheiro de homem forte e atraente e embalagem pratica.,Product,,Excellent,,
ótimo produto recomendo a quem pesquisar,Product,,Good,,
"Muito bom. Entrega rápida, esse perfume menor é excelente! ",Product,Store,Good,,
Conteúdo excelente para fortalecer sua fé,Product,,Good,,
"Satisfeita com a mochila
",Product,,Good,,
"ótima qualidade, muito bom",Product,,Good,,
porque o produto chegou mas faltavam 2 pininhos brancos que tive que pegar do cartucho velho,,Store,Bad,,
"A parte branca é muito larga. 
Ele não é tão confortável. ",Product,,Bad,,
os cílios ficam incríveis e não ficam pesados. além do que sai muito fácil com água,Product,,Good,,
Adorei e minha bb também !!!,Product,,Good,,
"GOSTEI PENA QUE , ASSIM QUE COMECEI A USAR DESCOLOU UM CORDÃO .REF A ENTREGA MUITO BOM .",Product,Store,Good,,
"Muito caro a unidade, mau esclarecido. ",Product,Store,Bad,,
Muito bom! Só que ainda nao instalei!,Product,,Good,,
Muito bom ,Product,,Good,,
"Produto certo loja certa, o único problema e a entrega, não da loja,mas dos correios, a loja enviou rápido, mas os correios levaram 1 mês para entrega.
viva os correios
",Product,Store,Bad,,
"a camiseta é linda, veste bem e o tamanho é bem adequado ao número. Ótima qualidade",Product,,Good,,
Lindo só que com a cordinha das costas muito longa.,Product,,Good,,
Escolhi essa nota porque realmente o produto é ótimo.  Tudo que foi descrito sobre o produto é verdadeiro. ,Product,,Good,,
Exatamente como mostrava no catalogo.,Product,,Good,,
"Produto de ótima qualidade atende o objetivo, mas achei um pouco bruto, pois e um pouco maior do que o esperado",Product,,Good,,Experience
Gostei muito dessa calça-saia. Tecido bom e confortável. Também gostei do tamanho e estampada. Só não gostei da saia não ser presa a calça. Durante o exercício a saia acaba subindo.,Product,,Good,,Experience
Adorei essa máscara nao deixa o cilios grudados e seca rapidinho ,Product,,Good,,
"Produto tradicional, econômico, porque de tamanho maior economizando embalagem. Compro dele habitualmente e a qualidade é mantida.",Product,,Good,,Experience
Ja testei e funcionou muito bem.,Product,,Good,,
"nossa gostei muito do desodorante leite e mel me apaixonei pelo cheirinho indico.sem falar do valor vocês estão de parabéns,estou muito satisfeita.",Product,,Good,,Experience
Linda,Product,,Good,,
Gostei demais desta blusa! Não usei mais que dez palavras ainda?,Product,,Good,,
"O produto é bom, apesar de ter sido remetido com sujeira e com um arranhão.",Product,,Good,,
PRODUTO DE ÓTIMA FRAGRÂNCIA..,Product,,Good,,
Maravilhosa e confortável.,Product,,Good,,
Achei o produto muito bom. ,Product,,Good,,
"suave. achei que tinha cor, mas é bem fraquinha",Product,,Good,,
Adorei,Product,,Good,,
Muito bom. ,Product,,Good,,
facilita o trabalho ..,Product,,Good,,
"Excelente! Fácil de usar, basta molhar um pouco a ponta e passar nas axilas até secar.
Costumo suar bastante e tem segurado bem.

Além do mais, mesmo que não fosse tão efetivo quanto os outros desodorantes eu ainda usaria apenas por ser cruelty free, sem 1 milhão de produtos químicos pesados e que dura 2 anos(gerando menos lixo).",Product,,Excellent,,Experience
"Excelente produto, entregue no prazo! 
Reco",Product,Store,Good,,
"Lindo relógio, fácil de se configurar e muito preciso nos registros.",Product,,Good,,Experience
"Eu achei o produto bom, com exceção de algumas que vieram falhando",Product,,Good,,
muito boa linda otimo ok,Product,,Good,,
"Produto excelente, preço muito bom e entrega antes do prazo. ",Product,Store,Good,,
Super confortável e linda,Product,,Good,,Experience
Olha nem tem muito que falar para quem gosta de artesanato tudo e maravilhoso ,Product,,Good,,
excelente paleta muito boa a pigmentação.,Product,,Good,,Experience
"Fantástica  ,  linda e espaçosa.  Minha Hamster é  feliz e nao tem depressão nem obesidade.  
Pois tem muito espaço para se exercitar e brincar .
Super recomendo. ",Product,,Good,,Experience
"Por ser boticario achei que deveria ser mais gostoso o cheiro. Amo produtos boticario, mais essa colonia para bebê deixou a desejar",Product,,Bad,,
"Produto bom. Esperava mais, porém é bom porque a fórmula oil free não deixa a pele oleosa.",Product,,Good,,Experience
Superou minhas expectativas! RECOMENDO  a quem procura qualidade!,Product,,Good,,
"Muito bom esse protetor solar, já é a segunda vez que comprei no site da época, entrega rápida e preço bom.",Product,Store,Good,,
Excelente qualidade e estampa linda.,Product,,Good,,
ótimo produto,Product,,Good,,
Para quem utilizou achou muito bom,Product,,Neutral,,
Conjunto bonito. O meu a cor veio diferente da foto.,Product,Store,Good,Bad,
"Ótimo!! tem uma textura leve e mesmo minha pele sendo oleosa, ficou bem sequinho!! recomendo!! ",Product,,Good,,Experience
Blusa de tecido muito bom. Precisei comprar tamanho maior para que ficasse larguinha. ,Product,,Good,,
"Maravilhosa!! Já conhecia e fiquei muito feliz que ela tenha voltado, espero que continue disponível para compra! ",Product,,Good,,
Ótimo produto e jamais deveria ter saido de linha,Product,,Good,,
"Encaixe perfeito no dvd e no painel, otimo acabamento.",Product,,Good,,
"A melhor loja que já vi na vida, o preço maravilhoso, os produtos chegaram todos certinhos, no prazo, e de ótima qualidade! Amei, quero mais ",,Store,Good,,
"Super recomendo, produto de qualidade, estou adorando usá -lo no sérum para o rosto",Product,,Good,,Experience
gostei do produto porem nao consequimos de jeito nenhum instalar o controle de acesso gostaria que vcs mandassem um guia mais pratico pra ver se instalamos ,Product,,Good,,Eperience
Amei,Product,,Good,,
"Perfume bom , com  pouca fixação! ",Product,,Good,,
"comprei como forma de teste, adorei o perfume, muito fresco, nada enjoativo, original, a entrega veio perfeita.",Product,,Good,,Experience
"Otima qualidade, fixou perfeito com minha chave do carro",Product,,Good,,
por que era exatamente o q eu queria,Product,,Good,,
Atendeu as minhas necessidades ,Product,,Good,,
"Produto chegou no tempo combinado,em perfeito estado
",,Store,Good,,
produto de excelente qualidade,Product,,Good,,
Blusa linda e super delicada.,Product,,Good,,
"Só tenho a pontuar um problema a calça solta muita tinta e isso não é bom, pela segunda vez que faço essa compra e o defeito é o mesmo.",Product,,Bad,,Experience
"É muito bom!
Funciona mesmo",Product,,Good,,
Tecido mole sem sustentação,Product,,Good,,
Mais uma vez um pessimo atendimento ,,Store,Bad,,
5....Eu achei o produto ótimo.,Product,,Good,,
Produto nacional ou seja não presta tela com defeito e não existe mais nenhuma assistência técnica no Brasil. Um lixo.,Product,,Bad,,Experience
Não posso avaliar o produto pq ainda não testei.,Product,,Neutral,,
"Cabo top sem ruido nenhum construção excelente qualidade nem se fala tecnoise otimo produto para quem procura qualidade sonora recomendo, lembrando que precisa ser passado longe de cabos eletricos.",Product,,Good,,Experience
"O produto é muito bom e confere com a descrição, somente a loja que deixa a desejar no seu atendimento.",Product,Store,Good,Bad,
Essa já é a terceira q peço desse modelo. Adoro! Fresquinha e confortável. Super recomendo.,Product,,Good,,Experience
"Muito bom, produto de otima qualidade e muito bonito. Ficou show na sala.",Product,,Good,,
Otimo produto realmente como no anuncii,Product,,Good,,
eu achei muito pequeno mais bonito,Product,,Good,,
"Produto excelente, recomendo",Product,,Good,,
"Um aroma excepcional, ja havia usado antes, e comprei novamente. Mas, desta vez de 100ml.

Recomendo!",Product,,Good,,Experience
"Nao posso avaliar o produto,porque ate hj nao recebi o mesmo,e ja se passou dos prazos da entrega do mesmo,nao recomendo compra aqui...",,Store,Bad,,
"Adorei essa calça,tecido firme,ficou ótima no corpo,eu uso numero 40 de calça jeans,optei pelo tamanho M desta calça,mas o tamanho G ficaria melhor,pois a forma é pequena,mas mesmo assim ficou ótima.Produto nota 10.",Product,,Good,,
"Otimo,atende perfeitamente para o que foi comprado.",Product,,Good,,
"bom,corresponde com expectativa com preço agradavel.",Product,Store,Good,,
"Ele vibra muito.
Convém passar uma fita fixando-a na porta traseira, para evitar as oscilações.",Product,,Good,,Experience
Ainda não deu pra usar,Product,,Neutral,,
"too weak needs more vapor , but flavor is great",Product,,Neutral,,
"É realmente muito reforçada mesmo, material de primeira como especificado, parabéns",Product,,Good,,Experience
Confortavel. De acordo com o descrito.,Product,,Good,,
muito bom fiquei muito sadisfeito,Product,,Good,,
Produto de qualidade com conteúdo melhor ainda!,Product,,Good,,
- minha filha gostou,Product,,Good,,
"Calça igual na foto, bonita porém fica um pouco transparente",Product,,Good,,
"Produto muito bom, atendeu minhas expectativas. ",Product,,Good,,
"O produto é ótimo, assim como comprar com a world tennis, porém sugiro que quem compre selecione uma numeração menor. Ficou folgado e tive que procurar as lojas físicas para trocar (porém também fui bem atendida e saio satisfeita, sem nenhum problema).",Product,Store,Good,,
"Já usava, mas nunca tinha comprado virtualmente, chegou sem nenhum problema. Adorei.
Ótima fragância, adoro esta linha.",Product,,Good,,
"Ótimo produto, entrega super rápida. Gostei e recomendo a loja!",Product,Store,Good,,
"bonita, pratica, porem as gavetas poderiam ser mais fundas.",Product,,Good,,
"O shampoo não tem nada de especial, já o condicionador é ótimo. O gel deixa o cabelo áspero e grudento.",Product,,Good,,
Boa modelagem e produto de qualidade,Product,,Good,,
"NO SITE INFORMA SE NÃO HOUVER DISPONIBILIDADE DO BOTÃO ORIGINAL IRIA OUTRO MODELO. POIS BEM ,ONDE EU ENCAIXO ESTE BOTÃO NÃO HÁ LUGAR ALGUM NO PAINEL QUE SERVE ESTE  BOTÃO. VOU TER QUE COMPRAR UM.QUE FOSSE OUTRO BOTÃO MAIS QUE SERVICE EM ALGUM LUGAR DO PAINEL.ACHO QUE FOI PROPAGANDA ENGANOSA.  ",,Store,Bad,,
Aroma agradável e espuma consistente. Sensação de limpeza após o uso.,Product,,Good,,
"Boa bateria,ainda estou fazendo testando.
Até o momento ok.",Product,,Good,,
foi otimo e hidrata o cabelo,Product,,Good,,
"Qualidade, preço e tempo de espera para a entrega.",Product,Store,Good,,
"Ótimo. Para quem conhece as fragrâncias Ralph Lauren sabe que não dá para imitar.
Produto original e teve o melhor custo benefício, além da entrega super rápida.",Product,Store,Good,,
"Essa máscara de restauração é ótima, age de forma instantânea após seu uso. No momento da aplicação você já consegue perceber a diferença, mas o resultado final aparece no dia posterior ao uso. Seu cheiro é muito agradável dando assim aquele acabamento pós banho. Para cabelos com frizz e quebradiços, esta é uma boa opção! ",Product,,Good,,
CABELO LEVE E HIDRATADO... AMO!!!!!,Product,,Good,,Experience
"Que as cores dos rolos não são iguais, demonstrando que fiz uma emenda.",Product,,Bad,,
boa ,Product,,Good,,
"Ótimo produto, de acordo com as minhas expectativas, entrega certinha, tudo certo na compra. ",Product,Store,Good,,
Ao mesmo tempo que ficou apertada o detalhe das costas ficou folgado. Nao gostei da modelagem.,Product,,Bad,,
"Adorei produto maravilhoso , atendimento de primeira , entrega mega rápida obrigado ",Product,Store,Good,,
"O porta guardanapos é perfeito! Muito bonito e o acabamento é de primeira, muito satisfeita com a compra!!!",Product,,Good,,
Muito bom. Atendeu plenamente às minhas expectativas. ,Product,,Good,,
"O produto chegou tranquilamente.
O site nos informa sobre cada passo do produto ate chegar em nossa casa e isso nos ajuda muito, recomendo ",,Store,Good,,
"Produto maravilhoso, um presente de Deus para as nossas vidas.",Product,,Good,,
"Muito bom, cheirinho doce mas não enjoativo.",Product,,Good,,
"Linda saia!!! Caimento impecável! !!
Comprei p mim e p minhas 2 sobrinhas",Product,,Good,,
"Segunda compra que faço. Tudo ótimo!! Peça perfeita, bem embalada e no prazo certo. Super indico!!",Product,Store,Good,,
"Parabens, tudo certo, recomendo o produto aos amigos.",Product,,Good,,
"Adorei a praticidade, cores e acabamento, uso e recomendo",Product,,Good,,
"Eu gostei da compra e da eficiência da loja para entrega do produto,chegou para min antes do prazo,parabens.
Referente ao produto é uma pena que nao tem a proteção frontal sendo assim o aparelho continua desprotegido a parte frontal. ",Product,Store,Good,,
Quase perfeito! Seria ótimo se tivesse uma bordinha pra segurar durante a aplicação. ,Product,,Good,,
Eu adorei o prod,Product,,Good,,
boa qualidade e bom preço. Entrega nota 10.,Product,,Good,,
deixa as maos super macias,Product,,Good,,
"Produto de boa qualidade ,entregue no prazo ,muito bom
",Product,Store,Good,,
produto muito bom.,Product,,Good,,
ADOREI,Product,,Good,,
Muito bom adorei ,Product,,Good,,
"Talvez o melhor br, forte, marcante, otima fixação",Product,,Good,,
PRODUTO DE QUALIDADE E BEM ACABADO! RECOMENDO!,Product,,Good,,
Muito bom os faróis de milhas acabamento 100% muito bom msm recomendo ,Product,,Good,,
Eu achei o produto perfeito,Product,,Good,,
"Ótimo produto, não deixa o cabelo oleoso. Da um brilho incrível. ",Product,,Good,,
"por não ter aro, se torna mais confortável. porém, a Hope deveria ter as medidas especificas em relação  ao tamanho e a copa, pois, achei a copa boa, porém o contorno do torax folgado, mesmo usando no ultimo fecho.",Product,,Bad,,Experience
Muito bonito e preço agradavel,Product,Store,Good,,
Ameiiiiiii,Product,,Good,,
Muito Bom,Product,,Good,,
Rapido e pratico de comprar ,Product,,Good,,
muito lindo. e com a qualidade de sempre.,Product,,Good,,
"ok, estou avaliando os efeitos não são imediatos.",Product,,Neutral,,
Adorei!,Product,,Good,,
O produto esta correto conforme solicitado.,Product,,Good,,
A fantasia é linda mas veio com meia 3/4 de adulto e amarelada que foi na hora jogada no lixo!,Product,,Good,,
Gostei muito. O tecido e a renda da blusa corresponderam ao que queria.,Product,,Good,,
"Além de lindos e fáceis de aplicar, a qualidade do produto e o atendimento são excelentes. Recomendo. ",Product,Store,Good,,
O produto chegou certinho e muito rapido. Tudo como esperado. ,,Store,Good,,
"Maravilhoso, os pincéis são muito macios e bem cheinhos. Vale a pena o investimento. E é bom que eles são compactos.",Product,,Good,,Experience
Pela qualidade e confiabilidade.,Product,,Good,,
"achei que o produto deveria ser melhor, afinal veio cheio de arestas",Product,,Bad,,
"produto muito bom, bonito igual no site",Product,,Good,,
"Já conheço a marca. más me surpreendi com o conjunto apresentado pelo modelo.
Vale a pena!!!",Product,,Good,,
Produto fabuloso. Deixa o cabelo super macio e protegido. Na praia foi ele quem salvou o meu cabelo que eh descolorido. Ele nao resecou e ficou bem macio mesmo usando secador. Vou comprar sempre.,Product,,Good,,Experience
muito bom proteje contra riscos,Product,,Good,,
O rendimento do Prime é impressionante.,Product,,Good,,
"100 %, Achei a TechOne ótima ",Product,,Good,,
Linda...,Product,,Good,,
Alta qualidade.  Gostei muito ,Product,,Good,,
"Muito bom, deixa o cabelo super hidratado.",Product,,Good,,
"Produto de boa qualidade, leve e apresentavel.
",Product,,Good,,
"Teclado bom, acabamento reforçado, backlight um pouco fraco, mas nada que atrapalhe ao digitar no escuro, preço razoável, boas funções para gamer comum, poderia ter uma tecla Fn.",Product,,Good,,
"Eu uso já há algum tempo, e acho ótimo, deixa pele macia e muito iluminada!!, não fico sem!! e super recomendo!!!",Product,,Good,,
"Nossa fiquei muito feliz com o brinde,e um delicioso perfume amei,inclusive já passei no O Boticário e comprei outro . grata!",Product,,Good,,
amei a geladeira muito boa.....,Product,,Good,,
Ótimo produto.,Product,,Good,,
O maximo. Maravilha,Product,,Good,,
"Uma das melhores compras que já fiz!!!
Nunca mais queimo feijão, fica pronto na metade do tempo.
A carne de panela....que rápida e gostosa. 
Arroz em 3 minutos!!
Fiz até pudim em dez minutinhos, pão, bolo. Faz de tudo.
 E ainda lí numa revista que mesmo com a energia cara ainda sai muito mais em conta que a panela tradicional. :-) ",Product,,Excellent,,Experience
"AGUENTA URINAR BEM POUCO E NADA MAIS. É UMA CUECONA TIPO CINTA UM POUCO DIFICIL DE ABAIXAR, MAS O MATERIAL É BOM, SÓ NÃO ME AJUDOU NADA NO DESFRALDE.",Product,,Good,,
"porque é muito bom melhor do que eu previa,tecido bom e a estampa maravilhosa fiquei muito contente com a compra recomendo para outras pessoas",Product,,Good,,
"Adorei esse rimel, deixa um efeito bem natural. Alem, disso o produto foi entregue super rapido, Parabens a loja.",Product,Store,Good,,
Muita potencia a um otimo preço.... Modulo wireless top top....,Product,,Good,,
Não recebi o produto ainda.,,Store,Bad,,
"Primeira vez que comprei TUTTO e achei muito bom, ótimo acabamento, ótimo espaço interno...Um produto de primeira linha, recomendo 100%!",Product,,Good,,
Produto conforme solicitado. Entrega antes do prazo estipulado. Parabéns à Cirilo Cabos.,Product,Store,Good,,
"E bom, mas pra queijos duros nem pensar.",Product,,Good,,
bom cumpre o prometido . entrega bem rápida..,Product,,Good,,
"Ótimo preço,Qualidade e pronta entrega",Product,Store,Good,,
"Eu achei Ótimo
Fragrância excelente
Preço razoavel. amei de verdade.",Product,Store,Good,,
"Linda, superou minhas expectativas",Product,,Good,,
Preço competitivo considerando-se material importado e comparado com o preço do produto original.,,Store,Good,,
"Achei os bojos horríveis, não dão estrutura ao seio, e também vieram diferentes das fotos.",Product,,Bad,,Experience
fofo. Confortável. amei,Product,,Good,,
"Muito bom, adoreiii...",Product,,Good,,
"Voltimetro muito bom, gostando muito da performance",Product,,Good,,
Nada quanto ao produto e sim quanto ao atendimento ta deixando muito a desejar,,Store,Good,,
muito bom adorei quando chego otimo produto,Product,,Good,,
"O produto não está funcionando, tentei em varias maquinas e não deu resultado, informa que o usb não foi reconhecido, como devo proceder para trocar o produto???",Product,,Bad,,
